"Year","Team","Runs","OppRuns","AtBat","Hits","Doubles","Triples","HomeRuns","RBI","SacHits","SacFlies","HitByPitch","Walks","Intentional","StrikeOuts","Stolen","Caught","GroundDP","CatchInter","LOB","NumPitchers","IndivER","TeamER","Wild","Balks","PutOut","Assists","Errors","PassBalls","DBPLays","TriPlays","OppAtBat","OppHits","OppDoubles","OppTriples","OppHomeRuns","OppRBI","OppSacHits","OppSacFlies","OppHitByPitch","OppWalks","OppIntentional","OppStrikeOuts","OppStolen","OppCaught","OppGroundDP","OppCatchInter","OppLOB","OppNumPitchers","OppIndivER","OppTeamER","OppWild","OppBalks","OppPutOut","OppAssists","OppErrors","OppPassBalls","OppDBPLays","OppTriPlays","Attendance","Wins","Losses"
"1974","BAL",659,612,5535,1418,226,27,116,608,72,56,58,509,61,770,145,58,125,0,1166,347,538,536,33,5,4422,1918,128,17,176,0,5503,1393,197,29,101,565,73,43,25,480,43,701,92,58,148,1,1091,351,580,580,48,6,4405,1763,144,14,152,0,962620,91,71
"1974","BOS",696,661,5499,1449,236,31,109,658,64,49,33,569,57,811,104,58,127,0,1166,301,601,601,41,4,4366,1721,145,10,156,0,5572,1462,262,42,126,618,49,45,30,463,38,751,108,60,125,1,1133,368,632,632,33,3,4352,1829,133,17,163,0,1558391,84,78
"1974","CAL",618,657,5401,1372,203,31,95,550,82,48,45,509,38,801,120,79,135,0,1114,353,564,563,50,7,4317,1728,150,23,152,0,5395,1339,206,22,101,608,62,37,47,649,24,986,98,72,129,0,1216,353,528,527,45,4,4353,1869,162,17,176,0,917020,69,94
"1974","CHA",684,721,5577,1492,225,23,135,633,70,43,26,519,40,858,64,52,155,0,1152,364,641,641,42,4,4397,1780,147,20,189,0,5587,1470,209,39,103,672,55,52,51,548,40,826,111,69,154,0,1175,358,619,617,34,4,4399,1761,139,7,194,0,1166453,81,82
"1974","CHN",669,826,5574,1397,221,42,110,610,80,40,29,621,66,857,78,73,119,1,1238,509,700,697,61,20,4399,1869,199,20,141,0,5741,1593,228,42,122,752,105,56,40,576,72,895,126,54,107,0,1293,433,572,572,46,13,4438,1857,166,17,150,0,1015378,66,96
"1974","CIN",776,631,5535,1437,271,35,135,714,68,46,30,693,87,940,146,49,121,1,1255,419,557,556,53,9,4399,1744,134,6,151,0,5513,1364,215,28,126,597,82,41,17,536,62,875,56,41,119,1,1160,461,696,695,62,16,4342,1701,163,12,149,0,2157247,98,65
"1974","CLE",662,694,5474,1395,201,19,131,616,56,31,26,432,31,756,79,68,135,0,1012,376,614,611,21,6,4337,1879,146,12,159,0,5464,1419,213,23,138,650,70,56,34,479,67,649,92,48,124,1,1073,355,578,578,40,4,4345,1816,143,10,158,0,1111450,77,85
"1974","DET",620,768,5568,1375,200,35,131,579,41,37,24,436,33,784,67,38,132,1,1085,316,675,673,58,1,4367,1774,157,17,155,0,5506,1443,220,33,148,719,75,43,36,621,69,869,134,79,128,0,1146,358,545,545,33,3,4402,1755,141,16,162,0,1245346,72,90
"1974","HOU",653,632,5489,1441,222,41,110,603,83,48,29,471,49,864,108,65,124,0,1118,434,561,558,52,15,4352,1870,113,13,161,0,5466,1396,247,34,84,579,74,47,37,601,56,738,123,56,132,0,1241,412,581,578,58,11,4349,1870,134,17,157,0,1093105,81,81
"1974","KCA",667,662,5582,1448,232,42,89,623,56,43,32,550,42,768,146,76,134,4,1177,371,574,574,42,4,4415,1880,150,29,166,0,5613,1477,214,33,91,607,86,45,30,482,64,731,115,55,134,0,1179,329,591,591,41,3,4423,1844,152,18,170,0,1174292,77,85
"1974","LAN",798,561,5557,1511,231,34,139,744,86,64,28,597,95,820,149,75,117,0,1192,371,485,484,36,9,4396,1774,157,19,122,0,5458,1272,177,33,112,520,77,31,24,464,9,943,76,47,97,2,1099,469,709,706,43,10,4342,1834,171,15,145,0,2629474,102,60
"1974","MIL",647,660,5472,1335,228,49,120,612,56,35,27,500,37,908,106,75,105,0,1054,351,610,609,46,1,4373,1807,127,16,168,0,5549,1476,208,30,126,619,57,47,25,493,46,621,104,56,142,0,1138,354,578,577,49,3,4389,1702,111,18,130,0,955760,76,86
"1974","MIN",673,669,5632,1530,190,37,111,632,64,40,46,520,43,791,74,45,159,2,1262,352,589,589,36,3,4366,1775,151,7,164,0,5529,1436,201,49,115,633,60,41,38,513,18,934,119,86,132,0,1146,365,605,604,47,3,4369,1831,141,21,185,0,667511,82,81
"1974","MON",662,657,5343,1355,201,29,86,610,106,56,33,652,65,812,124,49,126,0,1226,384,571,571,61,12,4287,1922,153,13,157,0,5382,1340,203,41,99,607,55,40,29,544,52,822,89,63,125,2,1108,404,589,585,60,15,4302,1841,152,11,165,0,1019132,79,82
"1974","NYA",671,623,5524,1451,220,30,101,637,49,72,21,515,52,690,53,35,122,1,1173,344,537,535,47,7,4366,1833,142,9,160,0,5485,1402,189,33,104,574,62,35,33,528,45,829,80,55,126,0,1154,338,599,596,32,1,4338,1707,145,15,151,0,1290480,89,73
"1974","NYN",572,646,5468,1286,183,22,96,538,87,45,29,597,56,735,43,23,148,0,1228,374,558,558,40,11,4411,1808,158,12,151,0,5563,1433,215,43,99,587,86,45,27,504,78,908,113,48,118,3,1171,422,496,495,36,10,4426,1866,140,11,169,0,1727328,71,91
"1974","OAK",689,551,5331,1315,205,37,132,637,60,51,38,568,48,876,164,93,107,0,1073,378,473,472,26,1,4319,1707,141,10,154,0,5367,1322,193,31,90,515,56,56,25,430,41,755,83,59,125,3,1067,334,565,561,52,7,4286,1785,181,14,140,0,836662,90,72
"1974","PHI",676,701,5494,1434,234,50,95,636,84,44,26,469,75,822,115,57,113,4,1107,445,630,629,63,15,4342,1807,147,12,168,0,5422,1394,244,38,111,647,78,49,31,682,92,892,122,53,146,2,1221,435,607,604,46,11,4338,1788,140,24,145,0,1809228,80,82
"1974","PIT",751,657,5702,1560,238,46,114,692,54,53,38,514,74,828,55,31,141,5,1236,391,572,568,48,12,4398,1859,162,10,154,0,5575,1428,216,38,93,612,76,53,33,543,81,721,85,54,126,2,1226,443,663,662,50,4,4379,1802,157,18,176,0,1110737,88,74
"1974","SDN",541,830,5415,1239,196,27,99,506,83,35,20,564,52,900,85,45,106,3,1176,514,741,736,68,12,4337,1761,170,3,126,0,5586,1536,255,51,124,765,100,61,48,715,116,855,131,65,102,2,1345,399,467,465,50,11,4403,1811,128,14,122,0,1075471,60,102
"1974","SFN",634,723,5482,1380,228,38,93,568,75,24,30,548,57,869,107,51,113,0,1183,454,608,604,38,10,4317,1829,175,13,153,0,5492,1409,227,43,116,660,92,47,24,559,61,756,107,36,127,0,1174,403,552,548,47,18,4341,1788,152,8,142,0,519991,72,90
"1974","SLN",677,643,5620,1492,216,46,83,610,68,55,44,531,79,752,172,62,142,2,1227,454,571,570,40,6,4420,1783,147,17,192,0,5511,1399,196,33,97,590,84,43,24,616,99,794,119,57,163,1,1216,410,569,567,47,14,4416,1892,170,12,168,0,1838413,86,75
"1974","TEX",690,698,5449,1482,198,39,99,643,81,47,38,508,38,710,113,80,154,0,1148,350,612,609,51,4,4301,1749,163,9,164,0,5474,1423,252,36,126,648,46,52,40,449,25,871,99,60,123,2,1064,340,608,605,39,6,4285,1889,155,12,182,0,1193867,85,76
"1975","ATL",583,739,5424,1323,179,28,107,541,72,35,18,543,58,759,58,38,139,2,1170,428,624,622,53,17,4290,1863,174,35,147,0,5557,1543,241,34,101,679,107,51,44,519,50,669,147,44,120,1,1250,386,506,505,40,12,4341,1821,148,12,156,0,534552,67,94
"1975","BAL",682,553,5474,1382,224,33,124,635,73,46,38,580,55,834,104,55,114,0,1192,308,511,511,42,3,4353,1969,107,5,176,0,5320,1285,208,36,110,528,74,37,12,500,46,717,93,62,151,0,1037,343,614,614,40,2,4337,1679,154,12,135,0,1002125,90,69
"1975","BOS",796,709,5448,1500,284,44,134,756,75,53,34,565,57,741,66,58,137,0,1114,327,637,637,34,0,4310,1721,139,4,143,0,5516,1463,248,33,145,672,57,45,20,490,24,720,111,59,116,1,1110,373,720,718,45,2,4265,1887,133,16,172,0,1748518,95,65
"1975","CAL",628,723,5377,1324,195,41,55,572,97,47,27,593,35,811,220,108,98,1,1130,353,628,628,62,5,4360,1717,186,14,164,0,5468,1386,201,28,123,686,62,59,39,613,34,975,150,65,139,1,1159,332,526,522,49,3,4384,1880,177,7,139,0,1058103,72,89
"1975","CHA",655,703,5490,1400,209,38,94,604,50,52,40,611,53,800,101,54,152,0,1220,370,634,634,26,6,4357,1857,140,12,157,0,5547,1489,218,48,107,662,73,35,33,655,38,799,109,80,134,0,1283,358,558,558,45,4,4368,1769,153,14,181,0,770802,75,86
"1975","CHN",712,827,5470,1419,229,41,95,645,107,66,30,650,78,802,67,55,112,0,1262,460,732,721,35,9,4333,1914,179,15,152,0,5640,1587,262,44,130,775,101,49,40,551,59,850,93,54,134,2,1223,444,613,613,54,10,4349,1736,163,22,143,0,1034819,75,87
"1975","CIN",840,586,5581,1515,278,37,124,779,66,45,35,691,67,916,168,36,122,1,1271,439,546,546,49,10,4377,1803,102,3,174,0,5526,1422,239,26,112,559,79,37,29,487,63,663,61,29,138,0,1195,455,732,729,59,22,4308,1740,156,19,150,0,2315603,108,54
"1975","CLE",688,703,5404,1409,201,25,153,643,64,40,24,525,36,667,106,89,144,2,1067,377,613,613,51,9,4306,1751,134,16,156,0,5414,1395,230,30,136,652,67,40,35,599,78,800,121,74,115,1,1147,354,598,598,52,4,4304,1940,146,17,169,0,977056,79,80
"1975","DET",570,786,5366,1338,171,39,125,546,37,38,28,383,26,872,63,57,121,1,1029,314,666,662,48,3,4188,1755,173,11,141,0,5440,1496,225,44,137,743,66,57,30,533,47,787,123,68,114,1,1153,321,520,517,46,5,4254,1674,122,6,145,0,1063154,57,102
"1975","HOU",664,711,5515,1401,218,54,84,606,97,44,32,523,66,762,133,62,119,1,1142,427,656,654,82,15,4375,1876,136,30,166,0,5485,1436,239,28,106,651,80,56,34,679,44,839,125,65,137,3,1251,421,575,572,47,13,4406,1960,170,17,144,0,857444,65,97
"1975","KCA",710,649,5491,1431,263,58,118,667,68,51,29,591,47,675,155,75,110,1,1181,366,565,561,40,2,4370,1840,152,14,154,0,5522,1422,236,38,108,608,66,40,30,498,52,815,119,63,124,0,1137,348,616,616,39,7,4340,1799,169,9,140,0,1151805,91,71
"1975","LAN",648,534,5453,1355,217,31,118,606,104,47,31,611,72,825,138,52,123,0,1208,332,477,477,36,10,4409,1663,127,17,106,0,5411,1215,194,23,104,502,89,39,28,448,20,894,68,33,84,0,1072,425,577,577,57,11,4390,1819,160,19,158,0,2552103,88,74
"1975","MIL",675,792,5378,1343,242,34,146,632,73,49,28,553,33,922,65,64,136,1,1081,385,690,690,67,3,4295,1778,183,21,163,0,5527,1496,225,20,133,733,62,46,58,624,60,643,118,73,131,1,1231,335,591,591,54,5,4326,1698,120,8,164,0,1213363,68,94
"1975","MIN",724,736,5514,1497,215,28,121,669,62,46,40,563,67,746,81,48,126,0,1238,322,643,640,49,6,4269,1822,170,9,147,0,5375,1381,216,40,137,679,75,43,36,617,22,846,119,79,121,0,1141,368,640,639,50,3,4263,1865,165,14,155,0,737156,76,83
"1975","MON",601,690,5518,1346,216,31,98,542,110,38,27,579,73,954,108,58,110,0,1221,433,614,612,68,12,4440,1975,179,20,179,1,5595,1448,213,52,102,629,87,43,37,665,63,831,78,46,154,3,1300,415,522,514,64,10,4450,1843,156,20,139,0,913202,75,87
"1975","NYA",681,588,5415,1430,230,39,110,642,54,53,30,486,41,710,103,60,141,1,1091,307,520,520,42,3,4272,1708,136,10,149,0,5308,1325,203,32,104,543,50,53,21,502,41,809,80,71,118,3,1077,345,599,597,43,3,4267,1845,162,16,181,0,1288046,83,77
"1975","NYN",646,625,5587,1430,217,34,101,604,75,37,37,501,70,805,32,26,143,2,1200,392,552,552,48,20,4398,1730,151,8,144,0,5467,1344,214,30,99,583,87,32,24,580,64,989,116,63,108,0,1167,436,573,568,43,10,4393,1851,149,17,165,0,1730766,82,80
"1975","OAK",758,606,5415,1376,220,33,151,703,74,35,51,609,45,846,183,82,106,1,1127,407,530,526,48,3,4344,1682,143,14,137,0,5363,1267,211,32,102,560,64,51,37,523,41,784,110,48,110,1,1089,363,658,649,48,9,4300,1781,177,14,131,0,1077597,98,64
"1975","PHI",735,694,5592,1506,283,42,125,687,88,42,31,610,78,960,126,57,114,4,1272,445,618,618,50,20,4365,1801,152,10,156,0,5441,1353,245,40,111,646,79,47,25,546,49,897,69,52,125,2,1081,420,647,646,47,12,4360,1718,167,20,147,0,1908969,86,76
"1975","PIT",712,565,5489,1444,255,47,138,669,76,40,38,468,55,832,50,28,124,1,1120,387,482,480,37,11,4312,1802,151,19,147,0,5369,1302,213,41,79,526,92,40,20,551,102,768,81,35,123,0,1195,421,643,642,62,10,4280,1739,139,18,148,1,1270013,92,69
"1975","SDN",552,683,5429,1324,215,22,78,505,133,46,37,506,60,754,85,50,127,3,1186,452,570,566,44,9,4390,1936,187,7,163,0,5608,1494,218,37,99,623,112,49,24,521,94,713,118,51,142,0,1241,382,463,461,36,17,4416,1911,163,15,153,0,1281747,71,91
"1975","SFN",659,671,5447,1412,235,45,84,606,62,51,22,604,52,775,99,47,139,0,1233,420,595,595,49,15,4298,1786,146,14,164,0,5422,1406,268,62,92,621,99,40,38,612,93,856,114,47,127,0,1242,427,591,591,48,13,4294,1803,140,17,164,0,522902,80,81
"1975","SLN",662,689,5597,1527,239,46,81,619,92,45,29,444,66,649,116,49,137,2,1183,435,578,577,55,5,4364,1729,171,30,140,0,5581,1452,235,41,98,615,70,53,24,571,94,824,110,39,117,5,1251,418,602,602,49,13,4364,1937,144,12,171,0,1695034,82,81
"1975","TEX",714,733,5599,1431,208,17,134,675,64,41,25,613,48,863,102,62,129,1,1216,386,636,630,49,7,4397,1983,191,13,177,0,5571,1456,241,48,123,678,75,45,43,518,60,792,96,70,141,0,1122,382,633,633,47,3,4413,1766,176,10,152,0,1127663,79,83
"1976","ATL",620,700,5345,1309,170,30,82,586,107,47,19,589,46,811,74,61,131,0,1151,426,617,617,60,16,4314,1816,166,38,152,0,5487,1435,214,34,86,638,90,50,40,564,57,818,138,51,120,1,1218,434,534,533,37,8,4336,1823,150,20,156,0,817947,70,92
"1976","BAL",619,598,5457,1326,213,28,119,576,57,35,23,519,34,883,150,61,119,0,1080,333,541,541,37,3,4406,1866,118,7,157,0,5481,1396,215,35,80,566,80,63,23,489,40,678,127,65,108,1,1133,331,547,547,43,9,4392,1719,128,10,155,0,1058792,88,74
"1976","BOS",716,660,5511,1448,257,53,134,664,55,59,29,500,35,832,95,70,127,0,1081,357,571,571,33,1,4374,1757,141,8,148,0,5606,1495,273,27,109,621,58,46,32,409,45,673,115,60,122,2,1119,379,632,630,40,3,4357,1770,145,12,168,0,1895885,83,79
"1976","CAL",550,631,5385,1265,210,23,63,511,92,48,42,534,51,812,126,80,130,3,1105,339,551,551,27,2,4432,1848,150,15,135,0,5479,1323,214,37,95,582,74,40,38,553,50,992,191,88,107,1,1122,340,487,485,37,5,4449,1860,130,16,161,0,1006774,76,86
"1976","CHA",586,745,5532,1410,209,46,73,538,79,55,34,471,43,739,120,53,103,0,1199,327,684,684,40,7,4344,1793,130,5,155,0,5487,1460,218,55,87,699,61,61,33,600,27,802,151,82,115,4,1157,362,503,503,41,3,4386,1737,129,9,133,1,914942,64,97
"1976","CHN",611,728,5519,1386,216,24,105,559,75,41,30,490,66,834,74,74,126,0,1105,491,644,643,38,11,4414,1850,140,11,145,0,5628,1511,236,66,123,675,85,55,28,490,60,850,112,59,115,3,1147,406,535,535,43,6,4439,1943,140,9,160,0,1026785,75,87
"1976","CIN",857,633,5702,1599,271,63,141,802,67,60,28,681,64,902,210,57,103,0,1328,436,573,573,43,7,4413,1715,102,6,157,0,5564,1436,231,46,100,594,71,44,21,491,56,790,94,51,127,0,1145,475,767,767,56,12,4353,1728,154,18,120,0,2629708,102,60
"1976","CLE",615,615,5412,1423,189,38,85,567,67,60,11,479,42,631,75,69,141,1,1117,396,554,553,41,7,4296,1710,121,10,159,1,5335,1361,201,45,80,567,77,47,32,533,49,928,163,72,124,1,1114,356,545,545,34,7,4298,1927,149,7,177,0,949821,81,78
"1976","DET",609,709,5441,1401,207,38,101,566,46,50,31,450,35,730,107,59,157,0,1095,325,616,616,45,4,4294,1949,168,7,161,0,5421,1426,206,26,101,660,72,55,30,550,37,738,140,71,128,2,1127,340,549,549,36,5,4314,1860,156,9,175,0,1471533,74,87
"1976","HOU",625,657,5464,1401,195,50,66,571,57,39,21,530,54,719,150,57,127,2,1153,397,571,571,57,12,4333,1806,140,32,154,0,5396,1349,191,35,82,599,80,47,25,662,44,780,166,59,118,3,1223,408,538,538,59,11,4335,1989,143,16,162,0,886622,80,82
"1976","KCA",713,611,5540,1490,259,57,65,656,71,71,31,484,36,650,218,105,104,2,1097,410,525,522,29,6,4417,1864,139,9,147,0,5499,1356,224,39,83,564,49,61,31,492,42,735,146,66,126,0,1104,379,627,623,48,5,4389,1882,162,5,135,0,1679160,90,72
"1976","LAN",608,543,5472,1371,200,34,91,561,91,47,29,486,71,744,144,55,130,0,1138,344,493,493,32,3,4412,1854,128,14,153,0,5464,1330,209,38,97,516,84,35,23,479,31,747,114,55,126,0,1130,421,528,528,46,12,4379,1876,153,13,157,0,2386301,92,70
"1976","MIL",570,655,5396,1326,170,38,88,536,78,48,23,511,30,909,62,61,112,1,1143,363,581,581,53,6,4306,1717,152,17,161,0,5409,1406,201,40,99,605,68,56,39,567,62,677,144,69,132,0,1178,338,508,508,42,3,4344,1703,132,12,140,0,1011399,66,95
"1976","MIN",743,704,5574,1526,222,51,81,691,93,49,41,550,39,714,146,75,121,0,1197,383,603,599,61,12,4377,1818,172,11,182,1,5483,1421,219,49,89,630,53,51,38,610,39,762,157,81,151,0,1154,365,660,660,48,7,4365,1864,148,13,146,1,715394,85,77
"1976","MON",531,734,5428,1275,224,32,94,507,75,40,16,433,43,841,86,44,106,4,1070,471,641,640,63,8,4320,1966,155,11,179,0,5422,1442,220,44,89,691,106,52,43,659,75,783,113,69,134,0,1228,378,472,472,36,6,4395,1762,144,15,134,0,646698,55,107
"1976","NYA",730,575,5555,1496,231,36,120,681,50,46,35,469,36,616,163,65,95,1,1107,315,516,516,39,3,4365,1828,127,16,142,0,5391,1300,198,39,97,534,53,57,17,448,16,674,110,67,114,0,1026,389,659,659,45,4,4319,1763,145,14,136,0,2017932,97,62
"1976","NYN",615,538,5415,1334,198,34,102,560,92,33,28,561,53,797,66,58,127,1,1182,345,474,473,43,12,4347,1694,131,9,116,0,5352,1248,211,29,97,504,76,36,23,419,57,1025,103,58,88,2,1023,424,527,523,45,7,4333,1791,144,11,157,0,1470364,86,76
"1976","OAK",686,598,5353,1319,208,33,113,625,58,58,45,592,45,818,341,123,91,1,1067,394,530,530,40,2,4378,1819,143,11,131,0,5538,1412,201,34,96,547,83,42,30,415,34,711,126,63,105,0,1132,356,591,590,43,7,4354,1786,164,8,122,0,780945,87,74
"1976","PHI",770,557,5528,1505,259,45,110,708,59,67,40,542,55,793,127,70,118,1,1148,409,502,499,38,7,4377,1681,115,6,148,0,5509,1377,227,64,98,527,59,40,19,397,43,918,103,38,125,0,1090,451,686,684,43,14,4319,1742,161,26,158,0,2480016,101,61
"1976","PIT",708,630,5604,1499,249,56,110,660,61,50,29,433,57,807,130,45,131,0,1101,399,549,548,27,6,4399,1878,163,13,142,0,5530,1402,224,38,95,594,84,52,18,460,70,762,94,66,117,2,1117,438,632,631,48,6,4368,1805,138,15,154,0,1025952,92,70
"1976","SDN",570,662,5369,1327,216,37,64,528,125,42,23,488,57,716,92,46,119,3,1145,420,581,581,48,17,4297,1907,141,9,148,0,5407,1368,238,29,87,613,72,45,20,543,83,652,104,53,130,0,1128,394,485,485,44,6,4335,1823,149,16,142,1,1458478,73,89
"1976","SFN",595,686,5452,1340,211,37,85,552,80,48,25,518,52,778,88,55,122,0,1129,466,573,573,47,9,4385,1938,186,15,153,1,5575,1464,242,45,68,620,99,48,23,518,55,746,136,46,126,1,1193,406,540,540,54,10,4399,1775,130,12,156,0,626868,74,88
"1976","SLN",629,671,5516,1432,243,57,63,584,86,45,22,512,69,860,123,55,127,1,1172,460,583,582,61,8,4361,1841,174,16,163,0,5480,1416,209,31,91,607,69,55,27,581,56,731,87,72,141,0,1180,429,557,557,46,18,4381,1889,135,9,154,0,1200323,72,90
"1976","TEX",616,652,5555,1390,213,26,80,574,72,45,29,568,46,809,87,45,142,2,1217,357,567,566,46,9,4416,1814,155,11,142,0,5582,1464,218,41,106,610,90,45,31,461,31,773,120,82,110,0,1139,364,531,531,34,4,4438,1912,128,12,172,0,1161682,76,86
"1977","ATL",678,895,5534,1404,218,20,139,638,83,34,17,537,50,876,82,53,135,1,1139,489,782,779,64,19,4336,1726,176,34,127,0,5659,1581,264,51,169,825,86,45,42,701,86,915,205,83,102,2,1304,453,601,600,36,8,4389,1924,141,10,160,0,871526,61,101
"1977","BAL",719,653,5494,1433,231,25,148,677,48,47,24,560,50,945,90,51,132,0,1151,330,604,603,30,3,4353,1877,106,7,189,1,5432,1414,245,40,124,618,59,55,30,494,27,737,77,72,157,0,1064,366,644,644,46,2,4303,1745,139,9,153,0,1209440,97,64
"1977","BOS",859,712,5510,1551,258,56,213,828,45,59,42,528,38,905,66,47,132,0,1090,370,660,654,15,4,4284,1766,133,4,162,0,5582,1555,295,49,158,679,49,39,25,378,31,758,69,54,134,3,1080,384,804,803,57,5,4235,1668,113,10,158,0,2074549,97,64
"1977","CAL",675,695,5410,1380,233,40,131,636,74,51,36,542,42,880,159,89,116,0,1108,347,600,596,56,8,4313,1696,147,5,138,2,5399,1383,204,51,136,638,72,58,47,572,51,965,129,78,102,0,1140,397,618,618,48,14,4330,1771,166,11,139,0,1435133,74,88
"1977","CHA",844,771,5633,1568,254,52,192,809,33,63,34,559,46,666,42,44,120,0,1176,383,682,681,47,3,4334,1626,159,7,127,0,5621,1557,242,49,136,719,87,55,42,516,24,842,130,77,89,1,1217,397,775,771,47,0,4302,1736,124,11,149,0,1656135,90,72
"1977","CHN",692,739,5604,1489,271,37,111,649,69,52,27,534,59,796,64,45,142,0,1191,481,655,654,55,17,4404,2124,153,8,149,0,5640,1500,245,38,128,682,72,30,22,489,101,942,134,85,114,1,1111,470,625,623,38,15,4403,1754,137,14,178,0,1440753,81,81
"1977","CIN",802,725,5524,1513,269,42,181,750,62,50,25,600,63,911,170,64,113,4,1172,423,673,673,54,9,4312,1690,96,7,154,0,5499,1469,260,43,156,685,68,45,31,544,54,868,87,54,128,0,1150,470,715,714,55,9,4291,1779,135,20,149,0,2526031,88,74
"1977","CLE",676,739,5491,1476,221,46,100,631,94,54,34,531,31,688,87,87,153,0,1148,391,660,660,47,8,4357,1703,130,8,145,0,5516,1441,247,38,136,703,82,38,27,550,64,876,158,64,116,0,1117,375,612,606,36,3,4380,1943,121,14,180,0,897583,71,90
"1977","DET",714,751,5604,1480,228,45,166,676,45,56,20,452,20,764,60,46,133,0,1076,360,669,668,37,8,4371,1933,142,6,153,0,5637,1526,233,40,162,708,65,42,23,470,38,784,90,69,133,1,1116,362,638,635,43,3,4387,1811,124,8,150,0,1359856,74,88
"1977","HOU",680,650,5530,1405,263,60,114,638,76,39,40,515,60,839,187,72,98,1,1127,396,577,576,46,17,4397,1860,142,24,136,0,5512,1384,214,37,110,606,66,44,25,545,33,871,143,80,108,4,1149,442,609,606,45,6,4394,1911,145,14,125,1,1099580,81,81
"1977","KCA",822,651,5594,1549,299,77,146,773,49,58,45,522,49,687,170,89,102,0,1118,381,576,574,56,9,4382,1784,137,12,145,0,5485,1377,243,38,110,606,66,52,36,499,27,850,84,51,120,1,1106,390,722,719,47,6,4328,1791,160,10,152,2,1852643,102,60
"1977","LAN",769,582,5589,1484,223,28,191,729,83,44,23,588,67,896,114,62,103,1,1183,400,528,528,35,4,4426,1891,125,13,160,0,5542,1393,228,30,119,549,82,30,29,438,31,930,108,59,135,1,1114,447,686,683,46,14,4376,1819,124,22,123,0,2945087,98,64
"1977","MIL",639,765,5517,1425,255,46,125,598,60,45,22,443,23,862,85,67,120,1,1105,377,687,686,44,8,4293,1886,140,18,163,0,5449,1461,250,45,136,709,66,67,36,566,61,719,105,59,138,0,1126,336,574,573,49,8,4344,1721,122,5,142,0,1115438,67,95
"1977","MIN",867,776,5639,1588,273,60,123,804,81,56,43,563,53,754,105,65,115,0,1188,403,702,698,48,5,4326,1930,144,10,184,0,5561,1546,251,78,151,729,66,49,37,507,27,737,108,67,156,0,1118,404,757,752,62,13,4327,1820,168,12,148,1,1162727,84,77
"1977","MON",665,736,5675,1474,294,50,138,622,69,39,21,478,66,877,88,50,125,0,1160,469,660,660,50,6,4443,1861,129,12,128,0,5597,1426,253,42,135,686,80,49,25,579,49,856,135,63,99,3,1154,436,582,582,40,9,4457,1842,130,8,154,0,1410757,75,87
"1977","NYA",831,651,5605,1576,267,47,184,784,46,48,28,533,49,681,93,57,117,1,1142,316,584,583,40,2,4348,1737,132,13,150,0,5482,1395,233,43,139,610,49,44,22,486,31,758,89,60,129,0,1084,372,746,746,42,6,4288,1787,138,5,140,0,2113306,100,62
"1977","NYN",587,663,5410,1319,227,30,88,525,63,37,30,529,45,887,98,81,136,2,1128,410,602,601,25,16,4301,1631,134,11,132,0,5431,1378,241,43,118,627,63,42,32,490,76,911,127,70,105,3,1097,439,505,505,45,15,4356,1861,167,11,163,0,1062782,64,98
"1977","OAK",605,749,5358,1284,176,37,117,548,64,46,36,516,37,910,176,89,111,1,1048,410,647,644,55,5,4310,1761,190,12,138,0,5498,1459,213,35,145,694,69,49,24,560,49,788,123,91,113,2,1143,346,505,500,40,4,4368,1849,154,6,143,1,495578,63,98
"1977","PHI",847,668,5546,1548,266,56,186,795,59,74,38,573,75,806,135,68,121,3,1140,408,600,600,44,17,4367,1968,120,4,168,0,5518,1451,284,54,134,622,66,35,24,482,46,856,119,62,137,3,1093,479,781,780,56,14,4306,1657,130,13,148,0,2699750,101,61
"1977","PIT",734,665,5662,1550,278,57,133,678,49,43,34,474,74,878,260,120,96,1,1116,441,594,594,44,12,4445,1792,145,13,137,0,5584,1406,218,46,149,627,67,54,21,485,43,890,102,63,102,0,1101,436,665,665,42,15,4413,1968,161,18,129,0,1237359,96,66
"1977","SDN",692,834,5602,1397,245,49,120,652,90,30,29,602,64,1057,133,57,102,3,1226,544,725,721,46,25,4399,1879,189,21,142,0,5645,1556,272,39,160,776,80,51,27,673,106,827,120,87,113,1,1244,432,611,611,43,15,4438,1825,169,9,126,0,1375269,69,93
